Lines of Code,Cyclometic Complexity,Number Of Parameters,# Inner Invocations,# Outer Invocations,ATFD,FDP,LAA,MAXNESTING,NOAV,Feature Envy,Long Method
11,3,1,0,0,0,0,0,2,4,False,False
11,3,1,0,7,0,0,0,2,9,False,False
11,3,1,0,0,0,0,0,2,9,False,False
11,3,1,0,0,0,0,0,2,9,False,False
10,3,6,0,0,0,0,0,2,9,False,False
10,3,1,0,7,0,0,0,2,4,False,False
10,3,1,0,0,0,0,0,2,3,False,False
10,3,1,0,0,0,0,0,2,2,False,False
10,3,1,0,0,0,0,0,2,8,False,False
9,3,4,4,1,0,0,0,2,4,False,False
8,3,1,0,0,0,0,0,2,3,False,False
8,3,1,0,10,0,0,0,2,2,False,False
8,3,0,0,6,0,0,0,2,4,False,False
8,3,0,0,2,0,0,0,2,5,False,False
8,3,0,3,3,0,0,0,2,4,False,False
7,3,1,4,0,0,0,0,2,2,False,False
7,3,1,1,0,0,0,0,2,4,False,False
7,3,0,0,0,0,0,0,2,2,False,False
7,3,1,0,1,0,0,0,2,2,False,False
7,3,1,1,0,0,0,0,2,3,False,False
7,3,0,0,1,0,0,0,2,2,False,False
7,3,1,1,0,0,0,0,2,4,False,False
7,3,1,0,0,0,0,0,2,3,False,False
7,3,2,0,6,0,0,0,2,2,False,False
7,3,2,0,6,0,0,0,2,2,False,False
7,3,1,1,0,0,0,0,2,2,False,False
7,3,3,0,6,0,0,0,2,4,False,False
7,3,2,0,0,0,0,0,2,3,False,False
6,3,3,3,1,0,0,0,2,6,False,False
6,3,0,0,0,0,0,0,2,2,False,False
6,3,1,0,7,0,0,0,2,1,False,False
6,3,0,0,0,0,0,0,2,2,False,False
6,3,1,0,0,0,0,0,2,1,False,False
6,3,1,3,3,0,0,0,2,3,False,False
6,3,0,0,8,0,0,0,2,7,False,False
6,3,1,0,2,0,0,0,2,1,False,False
6,3,1,0,7,0,0,0,2,1,False,False
6,3,1,0,0,0,0,0,2,1,False,False
6,3,1,0,0,0,0,0,2,2,False,False
5,3,2,0,1,0,0,0,2,4,False,False
17,2,1,0,0,0,0,0,2,4,False,False
15,2,0,0,0,0,0,0,2,11,False,False
13,2,1,0,7,0,0,0,2,8,False,False
13,2,1,0,2,0,0,0,2,7,False,False
13,2,0,0,0,0,0,0,2,9,False,False
13,2,1,0,0,0,0,0,2,4,False,False
12,2,0,0,0,0,0,0,2,1,False,False
12,2,2,0,0,0,0,0,2,4,False,False
12,2,1,0,0,0,0,0,2,11,False,False
11,2,1,0,0,0,0,0,2,5,False,False
11,2,2,0,0,0,0,0,2,6,False,False
11,2,0,0,3,0,0,0,2,6,False,False
10,2,0,0,17,0,0,0,2,7,False,False
10,2,1,0,0,0,0,0,2,4,False,False
10,2,0,0,0,0,0,0,2,3,False,False
9,2,1,0,0,0,0,0,2,10,False,False
9,2,1,0,0,0,0,0,2,2,False,False
9,2,0,0,0,0,0,0,2,4,False,False
9,2,3,5,3,0,0,0,2,7,False,False
8,2,0,0,9,0,0,0,2,2,False,False
8,2,5,0,0,0,0,0,2,8,False,False
8,2,0,0,0,0,0,0,2,9,False,False
8,2,1,0,0,0,0,0,2,3,False,False
8,2,1,0,11,0,0,0,2,6,False,False
8,2,2,3,2,0,0,0,2,2,False,False
8,2,0,0,0,0,0,0,2,3,False,False
8,2,1,1,6,0,0,0,2,4,False,False
8,2,0,0,0,0,0,0,2,1,False,False
8,2,1,3,4,0,0,0,2,5,False,False
8,2,1,0,6,0,0,0,2,5,False,False
8,2,1,0,0,0,0,0,2,4,False,False
8,2,0,3,9,0,0,0,2,8,False,False
8,2,3,3,0,0,0,0,2,4,False,False
8,2,5,0,3,0,0,0,2,7,False,False
8,2,1,0,0,0,0,0,2,3,False,False
7,2,4,3,2,0,0,0,2,7,False,False
7,2,1,0,0,0,0,0,2,2,False,False
7,2,1,0,12,0,0,0,2,2,False,False
7,2,1,0,6,0,0,0,2,4,False,False
7,2,0,0,6,0,0,0,2,6,False,False
7,2,2,3,2,0,0,0,2,4,False,False
7,2,1,1,3,0,0,0,2,3,False,False
7,2,1,1,3,0,0,0,2,4,False,False
7,2,6,0,0,0,0,0,2,7,False,False
7,2,1,0,0,0,0,0,2,5,False,False
7,2,1,0,0,0,0,0,2,5,False,False
7,2,1,0,3,0,0,0,2,5,False,False
7,2,1,0,0,0,0,0,2,2,False,False
7,2,1,0,6,0,0,0,2,6,False,False
7,2,3,0,0,0,0,0,2,8,False,False
7,2,3,0,0,0,0,0,2,8,False,False
7,2,2,0,0,0,0,0,2,4,False,False
7,2,1,0,0,0,0,0,2,5,False,False
7,2,1,0,0,0,0,0,2,1,False,False
7,2,0,0,0,0,0,0,2,1,False,False
7,2,0,0,0,0,0,0,2,1,False,False
6,2,1,0,4,0,0,0,2,3,False,False
6,2,2,3,0,0,0,0,2,2,False,False
6,2,0,0,3,0,0,0,2,2,False,False
6,2,0,0,3,0,0,0,2,2,False,False
6,2,1,0,3,0,0,0,2,2,False,False
6,2,3,1,3,0,0,0,2,3,False,False
6,2,1,0,0,0,0,0,2,4,False,False
6,2,1,0,3,0,0,0,2,2,False,False
6,2,0,0,3,0,0,0,2,3,False,False
6,2,1,0,3,0,0,0,2,3,False,False
6,2,0,0,3,0,0,0,2,3,False,False
6,2,0,0,0,0,0,0,2,4,False,False
6,2,0,0,0,0,0,0,2,3,False,False
6,2,2,0,0,0,0,0,2,2,False,False
6,2,1,0,0,0,0,0,2,1,False,False
6,2,1,0,3,0,0,0,2,2,False,False
6,2,0,0,0,0,0,0,2,3,False,False
6,2,1,0,0,0,0,0,2,7,False,False
6,2,1,3,3,0,0,0,2,4,False,False
6,2,1,0,3,0,0,0,2,3,False,False
6,2,2,3,4,0,0,0,2,4,False,False
6,2,1,0,3,0,0,0,2,3,False,False
6,2,1,0,0,0,0,0,2,1,False,False
6,2,1,0,3,0,0,0,2,3,False,False
6,2,0,4,0,0,0,0,2,2,False,False
6,2,0,0,3,0,0,0,2,2,False,False
6,2,0,0,3,0,0,0,2,2,False,False
6,2,0,0,0,0,0,0,2,2,False,False
6,2,0,0,3,0,0,0,2,3,False,False
6,2,0,0,4,0,0,0,2,3,False,False
6,2,0,0,0,0,0,0,2,4,False,False
6,2,0,0,0,0,0,0,2,3,False,False
6,2,1,0,0,0,0,0,2,2,False,False
6,2,1,0,2,0,0,0,2,1,False,False
6,2,0,0,3,0,0,0,2,2,False,False
6,2,1,3,4,0,0,0,2,3,False,False
6,2,0,0,9,0,0,0,2,5,False,False
6,2,0,0,6,0,0,0,2,5,False,False
6,2,1,3,4,0,0,0,2,3,False,False
6,2,1,3,0,0,0,0,2,3,False,False
6,2,0,0,3,0,0,0,2,2,False,False
6,2,1,0,5,0,0,0,2,1,False,False
6,2,0,0,3,0,0,0,2,3,False,False
6,2,1,0,8,0,0,0,2,3,False,False
6,2,1,0,3,0,0,0,2,4,False,False
6,2,3,3,1,0,0,0,2,5,False,False
5,2,1,0,0,0,0,0,2,3,False,False
5,2,1,3,0,0,0,0,2,3,False,False
5,2,1,3,0,0,0,0,2,3,False,False
5,2,0,0,0,0,0,0,2,2,False,False
5,2,0,0,0,0,0,0,2,2,False,False
5,2,0,0,3,0,0,0,2,2,False,False
5,2,0,0,3,0,0,0,2,1,False,False
5,2,1,0,0,0,0,0,2,3,False,False
5,2,0,0,0,0,0,0,2,1,False,False
5,2,0,0,0,0,0,0,2,1,False,False
5,2,1,0,0,0,0,0,2,1,False,False
5,2,1,0,0,0,0,0,2,4,False,False
5,2,1,0,0,0,0,0,2,4,False,False
5,2,3,0,3,0,0,0,2,5,False,False
5,2,1,0,3,0,0,0,2,3,False,False
5,2,0,0,0,0,0,0,2,2,False,False
5,2,0,0,0,0,0,0,2,2,False,False
5,2,0,0,4,0,0,0,2,2,False,False
5,2,0,0,4,0,0,0,2,2,False,False
5,2,0,3,0,0,0,0,2,2,False,False
5,2,0,0,3,0,0,0,2,3,False,False
5,2,1,0,0,0,0,0,2,2,False,False
5,2,3,0,5,0,0,0,2,6,False,False
5,2,1,0,3,0,0,0,2,2,False,False
5,2,0,0,3,0,0,0,2,2,False,False
5,2,1,0,3,0,0,0,2,1,False,False
5,2,1,0,0,0,0,0,2,2,False,False
5,2,3,3,0,0,0,0,2,3,False,False
5,2,1,3,0,0,0,0,2,2,False,False
5,2,1,3,0,0,0,0,2,2,False,False
5,2,1,3,0,0,0,0,2,2,False,False
5,2,0,0,3,0,0,0,2,1,False,False
5,2,1,0,0,0,0,0,2,1,False,False
5,2,1,0,0,0,0,0,2,2,False,False
5,2,0,0,3,0,0,0,2,1,False,False
5,2,1,0,4,0,0,0,2,3,False,False
5,2,1,0,4,0,0,0,2,3,False,False
14,1,0,0,0,0,0,0,2,6,False,False
7,1,1,1,0,0,0,0,2,4,False,False
5,1,2,0,1,0,0,0,2,3,False,False
5,1,0,0,3,0,0,0,2,2,False,False
5,1,1,0,2,0,0,0,2,2,False,False
4,1,0,0,0,0,0,0,2,1,False,False
4,1,1,0,1,0,0,0,2,1,False,False
3,1,1,0,0,0,0,0,2,1,False,False
3,1,0,0,0,0,0,0,2,3,False,False
3,1,0,0,0,0,0,0,2,0,False,False
3,1,1,0,1,0,0,0,2,1,False,False
3,1,0,0,0,0,0,0,2,1,False,False
3,1,1,0,0,0,0,0,2,1,False,False
4,5,2,0,1,0,0,0,1,3,False,False
4,5,0,0,2,0,0,0,1,3,False,False
3,5,0,0,1,0,0,0,1,5,False,False
10,4,3,0,2,0,0,0,1,5,False,False
4,4,0,0,0,0,0,0,1,4,False,False
4,4,1,0,3,0,0,0,1,3,False,False
4,4,1,0,3,0,0,0,1,3,False,False
3,4,0,1,0,0,0,0,1,2,False,False
17,3,0,0,1,0,0,0,1,7,False,False
16,3,0,0,1,0,0,0,1,7,False,False
7,3,2,0,3,0,0,0,1,9,False,False
7,3,2,0,0,0,0,0,1,5,False,False
5,3,1,0,1,0,0,0,1,4,False,False
4,3,0,0,1,0,0,0,1,0,False,False
4,3,1,0,1,0,0,0,1,3,False,False
4,3,2,0,1,0,0,0,1,3,False,False
4,3,1,0,0,0,0,0,1,3,False,False
4,3,2,0,0,0,0,0,1,4,False,False
4,3,0,1,0,0,0,0,1,2,False,False
4,3,0,0,1,0,0,0,1,2,False,False
4,3,0,0,1,0,0,0,1,2,False,False
4,3,1,0,0,0,0,0,1,2,False,False
4,3,1,0,0,0,0,0,1,5,False,False
4,3,2,0,0,0,0,0,1,4,False,False
4,3,0,0,0,0,0,0,1,5,False,False
4,3,0,0,0,0,0,0,1,2,False,False
4,3,0,0,0,0,0,0,1,1,False,False
4,3,1,0,0,0,0,0,1,8,False,False
4,3,0,0,2,0,0,0,1,4,False,False
3,3,0,0,1,0,0,0,1,2,False,False
3,3,0,2,0,0,0,0,1,3,False,False
3,3,0,0,0,0,0,0,1,3,False,False
3,3,0,2,2,0,0,0,1,2,False,False
3,3,0,0,1,0,0,0,1,2,False,False
3,3,1,0,2,0,0,0,1,1,False,False
3,3,1,0,2,0,0,0,1,1,False,False
3,3,0,0,2,0,0,0,1,2,False,False
3,3,0,0,2,0,0,0,1,3,False,False
3,3,0,0,2,0,0,0,1,3,False,False
3,3,0,0,0,0,0,0,1,2,False,False
3,3,0,0,0,0,0,0,1,2,False,False
3,3,0,0,0,0,0,0,1,2,False,False
3,3,0,0,0,0,0,0,1,2,False,False
3,3,1,0,2,0,0,0,1,1,False,False
3,3,0,1,0,0,0,0,1,3,False,False
3,3,0,0,1,0,0,0,1,2,False,False
3,3,1,0,0,0,0,0,1,1,False,False
3,3,0,1,0,0,0,0,1,3,False,False
3,3,1,0,2,0,0,0,1,3,False,False
3,3,0,0,0,0,0,0,1,2,False,False
3,3,1,0,2,0,0,0,1,1,False,False
22,2,0,0,2,0,0,0,1,7,False,False
20,2,0,0,3,0,0,0,1,9,False,False
15,2,0,0,0,0,0,0,1,8,False,False
14,2,0,0,0,0,0,0,1,9,False,False
13,2,1,0,2,0,0,0,1,5,False,False
13,2,1,0,2,0,0,0,1,5,False,False
12,2,1,0,2,0,0,0,1,5,False,False
6,2,0,0,0,0,0,0,1,1,False,False
6,2,2,0,0,0,0,0,1,4,False,False
4,2,1,0,0,0,0,0,1,2,False,False
4,2,1,0,0,0,0,0,1,3,False,False
4,2,0,0,1,0,0,0,1,1,False,False
4,2,0,0,1,0,0,0,1,2,False,False
4,2,0,0,0,0,0,0,1,2,False,False
3,2,1,0,0,0,0,0,1,1,False,False
3,2,1,0,0,0,0,0,1,1,False,False
3,2,1,1,1,0,0,0,1,1,False,False
3,2,0,0,0,0,0,0,1,1,False,False
3,2,1,0,1,0,0,0,1,1,False,False
3,2,1,1,0,0,0,0,1,1,False,False
3,2,0,0,0,0,0,0,1,1,False,False
3,2,2,0,2,0,0,0,1,2,False,False
3,2,0,0,0,0,0,0,1,1,False,False
3,2,2,0,2,0,0,0,1,3,False,False
3,2,1,0,0,0,0,0,1,2,False,False
3,2,1,1,0,0,0,0,1,1,False,False
23,1,0,0,0,0,0,0,1,16,False,False
17,1,1,0,0,0,0,0,1,13,False,False
16,1,1,0,1,0,0,0,1,8,False,False
14,1,1,0,0,0,0,0,1,13,True,False
13,1,0,3,3,0,0,0,1,1,False,False
13,1,1,9,1,0,0,0,1,3,False,False
12,1,3,0,0,0,0,0,1,5,False,False
11,1,2,0,0,0,0,0,1,5,False,False
11,1,1,0,0,0,0,0,1,11,False,False
11,1,1,0,0,0,0,0,1,23,False,False
10,1,1,0,0,0,0,0,1,2,False,False
10,1,0,0,4,0,0,0,1,6,False,False
10,1,1,0,0,0,0,0,1,11,False,False
10,1,1,0,0,0,0,0,1,11,False,False
10,1,1,0,0,0,0,0,1,11,False,False
9,1,0,0,0,0,0,0,1,2,False,False
9,1,0,0,0,0,0,0,1,2,False,False
9,1,3,0,0,0,0,0,1,12,False,False
9,1,1,0,0,0,0,0,1,2,False,False
9,1,0,0,0,0,0,0,1,1,False,False
9,1,2,0,5,0,0,0,1,4,False,False
9,1,3,2,1,0,0,0,1,5,False,False
8,1,2,0,3,0,0,0,1,5,False,False
8,1,0,0,6,0,0,0,1,3,False,False
8,1,1,2,1,0,0,0,1,7,False,False
8,1,1,0,0,0,0,0,1,5,False,False
8,1,4,2,5,0,0,0,1,4,False,False
8,1,1,0,0,0,0,0,1,4,False,False
7,1,3,0,0,0,0,0,1,4,False,False
7,1,2,0,0,0,0,0,1,5,False,False
7,1,0,0,0,0,0,0,1,0,False,False
7,1,0,0,0,0,0,0,1,0,False,False
7,1,0,0,0,0,0,0,1,0,False,False
7,1,0,0,0,0,0,0,1,4,False,False
7,1,1,0,0,0,0,0,1,3,False,False
7,1,1,0,1,0,0,0,1,6,False,False
7,1,1,0,1,0,0,0,1,3,False,False
7,1,1,0,0,0,0,0,1,10,False,False
6,1,0,2,1,0,0,0,1,2,False,False
6,1,2,0,2,0,0,0,1,9,False,False
6,1,0,0,0,0,0,0,1,4,False,False
6,1,1,0,0,0,0,0,1,6,False,False
6,1,1,0,0,0,0,0,1,4,False,False
6,1,1,0,0,0,0,0,1,5,False,False
6,1,1,1,2,0,0,0,1,3,False,False
6,1,1,0,0,0,0,0,1,4,False,False
6,1,1,0,0,0,0,0,1,2,False,False
6,1,2,0,2,0,0,0,1,3,False,False
6,1,3,0,0,0,0,0,1,4,False,False
6,1,2,0,0,0,0,0,1,3,False,False
6,1,1,0,0,0,0,0,1,7,False,False
6,1,4,0,2,0,0,0,1,6,False,False
6,1,0,0,0,0,0,0,1,0,False,False
6,1,0,0,0,0,0,0,1,0,False,False
6,1,1,0,0,0,0,0,1,1,False,False
6,1,1,0,0,0,0,0,1,1,False,False
6,1,1,0,0,0,0,0,1,4,False,False
6,1,2,0,2,0,0,0,1,5,False,False
6,1,0,0,3,0,0,0,1,4,False,False
6,1,4,0,0,0,0,0,1,5,False,False
6,1,1,0,0,0,0,0,1,5,False,False
6,1,1,0,0,0,0,0,1,5,False,False
6,1,1,0,0,0,0,0,1,5,False,False
6,1,2,0,0,0,0,0,1,3,False,False
5,1,1,2,1,0,0,0,1,1,False,False
5,1,1,0,0,0,0,0,1,4,False,False
5,1,1,0,0,0,0,0,1,1,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,1,0,2,0,0,0,1,2,False,False
5,1,0,0,0,0,0,0,1,3,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,2,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,1,0,0,0,0,0,1,4,False,False
5,1,0,1,0,0,0,0,1,1,False,False
5,1,1,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,2,0,0,0,0,0,1,2,False,False
5,1,1,0,1,0,0,0,1,3,False,False
5,1,1,0,1,0,0,0,1,7,False,False
5,1,2,1,0,0,0,0,1,4,False,False
5,1,0,0,0,0,0,0,1,4,False,False
5,1,1,0,0,0,0,0,1,4,False,False
5,1,5,0,0,0,0,0,1,5,False,False
5,1,1,1,2,0,0,0,1,2,False,False
5,1,2,0,1,0,0,0,1,5,False,False
5,1,0,2,1,0,0,0,1,2,False,False
5,1,0,2,1,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,3,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,1,0,0,0,0,0,1,1,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,1,0,0,0,0,0,1,1,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,1,0,1,0,0,0,1,3,False,False
5,1,1,0,0,0,0,0,1,3,False,False
5,1,1,0,1,0,0,0,1,3,False,False
5,1,3,0,0,0,0,0,1,6,False,False
5,1,0,0,1,0,0,0,1,2,False,False
5,1,1,1,2,0,0,0,1,3,False,False
5,1,0,1,2,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,4,False,False
5,1,2,0,0,0,0,0,1,6,False,False
5,1,1,1,0,0,0,0,1,3,False,False
5,1,3,0,0,0,0,0,1,3,False,False
5,1,3,0,0,0,0,0,1,3,False,False
5,1,0,0,0,0,0,0,1,4,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,3,False,False
5,1,0,0,1,0,0,0,1,3,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,1,0,0,0,0,1,1,False,False
5,1,0,0,1,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,1,0,0,0,0,1,1,False,False
5,1,0,0,1,0,0,0,1,0,False,False
5,1,1,1,2,0,0,0,1,1,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,1,0,2,0,0,0,1,3,False,False
5,1,3,2,1,0,0,0,1,3,False,False
5,1,3,0,0,0,0,0,1,6,False,False
5,1,1,0,1,0,0,0,1,2,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,2,1,0,0,0,1,0,False,False
5,1,1,0,3,0,0,0,1,3,False,False
5,1,1,1,1,0,0,0,1,5,False,False
5,1,2,0,2,0,0,0,1,6,False,False
5,1,1,0,0,0,0,0,1,5,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,0,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,0,0,0,0,0,0,1,1,False,False
5,1,1,1,2,0,0,0,1,1,False,False
5,1,1,1,0,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,2,False,False
5,1,0,0,1,0,0,0,1,2,False,False
5,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,0,2,0,0,0,1,3,False,False
4,1,1,1,0,0,0,0,1,2,False,False
4,1,2,0,1,0,0,0,1,2,False,False
4,1,1,1,0,0,0,0,1,3,False,False
4,1,0,1,1,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,5,False,False
4,1,1,0,1,0,0,0,1,2,False,False
4,1,0,1,1,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,0,1,0,0,0,1,2,False,False
4,1,3,1,0,0,0,0,1,4,False,False
4,1,0,0,1,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,1,0,0,0,0,1,1,False,False
4,1,2,0,0,0,0,0,1,8,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,2,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,1,1,1,0,0,0,1,1,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,1,0,1,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,0,1,1,0,0,0,1,1,False,False
4,1,0,0,2,0,0,0,1,2,False,False
4,1,2,0,0,0,0,0,1,4,False,False
4,1,1,0,1,0,0,0,1,4,False,False
4,1,1,1,1,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,0,0,2,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,2,False,False
4,1,0,1,0,0,0,0,1,1,False,False
4,1,0,1,0,0,0,0,1,1,False,False
4,1,0,1,1,0,0,0,1,1,False,False
4,1,3,1,1,0,0,0,1,4,False,False
4,1,4,1,1,0,0,0,1,5,False,False
4,1,5,1,1,0,0,0,1,6,False,False
4,1,0,0,1,0,0,0,1,2,False,False
4,1,1,0,6,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,6,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,1,1,0,0,0,0,1,2,False,False
4,1,1,1,1,0,0,0,1,3,False,False
4,1,1,1,0,0,0,0,1,2,False,False
4,1,1,2,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,2,False,False
4,1,1,1,0,0,0,0,1,2,False,False
4,1,0,1,1,0,0,0,1,1,False,False
4,1,1,0,2,0,0,0,1,3,False,False
4,1,2,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,0,1,1,0,0,0,1,2,False,False
4,1,3,0,1,0,0,0,1,3,False,False
4,1,4,1,1,0,0,0,1,5,False,False
4,1,1,0,1,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,3,False,False
4,1,1,0,1,0,0,0,1,3,False,False
4,1,1,0,2,0,0,0,1,1,False,False
4,1,1,0,2,0,0,0,1,3,False,False
4,1,2,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,0,1,0,0,0,0,1,0,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,3,0,0,0,0,0,1,3,False,False
4,1,4,0,0,0,0,0,1,4,False,False
4,1,4,0,0,0,0,0,1,4,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,4,0,0,0,0,0,1,4,False,False
4,1,4,0,0,0,0,0,1,4,False,False
4,1,4,0,0,0,0,0,1,4,False,False
4,1,4,0,0,0,0,0,1,4,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,0,False,False
4,1,4,0,0,0,0,0,1,4,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,2,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,3,0,0,0,0,0,1,3,False,False
4,1,1,0,0,0,0,0,1,1,False,False
4,1,1,1,0,0,0,0,1,3,False,False
4,1,0,1,1,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,5,False,False
4,1,1,0,1,0,0,0,1,4,False,False
4,1,1,1,1,0,0,0,1,1,False,False
4,1,1,0,1,0,0,0,1,3,False,False
4,1,2,0,0,0,0,0,1,4,False,False
4,1,1,1,0,0,0,0,1,2,False,False
4,1,1,0,3,0,0,0,1,3,False,False
4,1,0,0,2,0,0,0,1,0,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,1,0,1,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,1,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,0,1,1,0,0,0,1,1,False,False
4,1,0,1,1,0,0,0,1,1,False,False
4,1,1,0,0,0,0,0,1,2,False,False
4,1,0,0,0,0,0,0,1,2,False,False
4,1,1,0,2,0,0,0,1,3,False,False
